date,OT,STD,Number of Observations
1795/10/1 0:00,32.5,-1,-1
1795/11/1 0:00,41.7,-1,-1
1795/12/1 0:00,30,-1,-1
1796/1/1 0:00,36.7,-1,-1
1796/2/1 0:00,39.7,-1,-1
1796/3/1 0:00,26.2,-1,-1
1796/4/1 0:00,52.8,-1,-1
1796/5/1 0:00,35,-1,-1
1796/6/1 0:00,11.2,-1,-1
1796/7/1 0:00,44.8,-1,-1
1796/8/1 0:00,2.5,-1,-1
1796/9/1 0:00,30.7,-1,-1
1796/10/1 0:00,18.3,-1,-1
1796/11/1 0:00,14,-1,-1
1796/12/1 0:00,8.5,-1,-1
1797/1/1 0:00,24,-1,-1
1797/2/1 0:00,7,-1,-1
1797/3/1 0:00,6.7,-1,-1
1797/4/1 0:00,6.7,-1,-1
1797/5/1 0:00,12.2,-1,-1
1797/6/1 0:00,18.5,-1,-1
1797/7/1 0:00,7.2,-1,-1
1797/8/1 0:00,10,-1,-1
1797/9/1 0:00,9.5,-1,-1
1797/10/1 0:00,11.5,-1,-1
1797/11/1 0:00,9.7,-1,-1
1797/12/1 0:00,5,-1,-1
1798/1/1 0:00,3.3,-1,-1
1798/2/1 0:00,6.7,-1,-1
1798/3/1 0:00,20.7,-1,-1
1798/4/1 0:00,1.8,-1,-1
1798/5/1 0:00,0,-1,-1
1798/6/1 0:00,0,-1,-1
1798/7/1 0:00,0,-1,-1
1798/8/1 0:00,5,-1,-1
1798/9/1 0:00,4,-1,-1
1798/10/1 0:00,2.5,-1,-1
1798/11/1 0:00,20.8,-1,-1
1798/12/1 0:00,16.5,-1,-1
1799/1/1 0:00,2.7,-1,-1
1799/2/1 0:00,21,-1,-1
1799/3/1 0:00,36.2,-1,-1
1799/4/1 0:00,14,-1,-1
1799/5/1 0:00,13.7,-1,-1
1799/6/1 0:00,17.7,-1,-1
1799/7/1 0:00,3.5,-1,-1
1799/8/1 0:00,0,-1,-1
1799/9/1 0:00,0,-1,-1
1799/10/1 0:00,7.7,-1,-1
1799/11/1 0:00,4.5,-1,-1
1799/12/1 0:00,14.3,-1,-1
1800/1/1 0:00,11.5,-1,-1
1800/2/1 0:00,15.5,-1,-1
1800/3/1 0:00,23.2,-1,-1
1800/4/1 0:00,0,-1,-1
1800/5/1 0:00,8.3,-1,-1
1800/6/1 0:00,39.5,-1,-1
1800/7/1 0:00,35,-1,-1
1800/8/1 0:00,32.5,-1,-1
1800/9/1 0:00,19.2,-1,-1
1800/10/1 0:00,20.5,-1,-1
1800/11/1 0:00,17.5,-1,-1
1800/12/1 0:00,66.8,-1,-1
1801/1/1 0:00,45,-1,-1
1801/2/1 0:00,48.3,-1,-1
1801/3/1 0:00,50,-1,-1
1801/4/1 0:00,51.7,-1,-1
1801/5/1 0:00,53.3,-1,-1
1801/6/1 0:00,52,-1,-1
1801/7/1 0:00,58.3,-1,-1
1801/8/1 0:00,64.5,-1,-1
1801/9/1 0:00,55.8,-1,-1
1801/10/1 0:00,54.3,-1,-1
1801/11/1 0:00,66.3,-1,-1
1801/12/1 0:00,80.3,-1,-1
1802/1/1 0:00,79.7,-1,-1
1802/2/1 0:00,78.3,-1,-1
1802/3/1 0:00,68,-1,-1
1802/4/1 0:00,70,-1,-1
1802/5/1 0:00,73.3,-1,-1
1802/6/1 0:00,76.7,-1,-1
1802/7/1 0:00,80,-1,-1
1802/8/1 0:00,83.3,-1,-1
1802/9/1 0:00,86.3,-1,-1
1802/10/1 0:00,64.2,-1,-1
1802/11/1 0:00,57.5,-1,-1
1802/12/1 0:00,83.3,-1,-1
1803/1/1 0:00,83.3,-1,-1
1803/2/1 0:00,84.7,-1,-1
1803/3/1 0:00,49.2,-1,-1
1803/4/1 0:00,41.7,-1,-1
1803/5/1 0:00,73.8,-1,-1
1803/6/1 0:00,60,-1,-1
1803/7/1 0:00,80.5,-1,-1
1803/8/1 0:00,56.8,-1,-1
1803/9/1 0:00,75.5,-1,-1
1803/10/1 0:00,90.5,-1,-1
1803/11/1 0:00,85,-1,-1
1803/12/1 0:00,80,-1,-1
1804/1/1 0:00,75.5,-1,-1
1804/2/1 0:00,80.5,-1,-1
1804/3/1 0:00,80,-1,-1
1804/4/1 0:00,84.3,-1,-1
1804/5/1 0:00,55.7,-1,-1
1804/6/1 0:00,58,-1,-1
1804/7/1 0:00,49.7,-1,-1
1804/8/1 0:00,71.8,-1,-1
1804/9/1 0:00,88.3,-1,-1
1804/10/1 0:00,103.8,-1,-1
1804/11/1 0:00,101.7,-1,-1
1804/12/1 0:00,100,-1,-1
1805/1/1 0:00,101.7,-1,-1
1805/2/1 0:00,73.5,-1,-1
1805/3/1 0:00,85.7,-1,-1
1805/4/1 0:00,62.5,-1,-1
1805/5/1 0:00,65,-1,-1
1805/6/1 0:00,67.5,-1,-1
1805/7/1 0:00,62.7,-1,-1
1805/8/1 0:00,71.2,-1,-1
1805/9/1 0:00,74,-1,-1
1805/10/1 0:00,49,-1,-1
1805/11/1 0:00,68.3,-1,-1
1805/12/1 0:00,63.8,-1,-1
1806/1/1 0:00,65,-1,-1
1806/2/1 0:00,49.3,-1,-1
1806/3/1 0:00,54.5,-1,-1
1806/4/1 0:00,46.2,-1,-1
1806/5/1 0:00,44,-1,-1
1806/6/1 0:00,42.7,-1,-1
1806/7/1 0:00,50,-1,-1
1806/8/1 0:00,43.8,-1,-1
1806/9/1 0:00,40,-1,-1
1806/10/1 0:00,45,-1,-1
1806/11/1 0:00,41.7,-1,-1
1806/12/1 0:00,40,-1,-1
1807/1/1 0:00,20,-1,-1
1807/2/1 0:00,20.3,-1,-1
1807/3/1 0:00,16,-1,-1
1807/4/1 0:00,39.7,-1,-1
1807/5/1 0:00,16.7,-1,-1
1807/6/1 0:00,20,-1,-1
1807/7/1 0:00,21.2,-1,-1
1807/8/1 0:00,20,-1,-1
1807/9/1 0:00,9.5,-1,-1
1807/10/1 0:00,13.3,-1,-1
1807/11/1 0:00,4.3,-1,-1
1807/12/1 0:00,0,-1,-1
1808/1/1 0:00,0,-1,-1
1808/2/1 0:00,7.5,-1,-1
1808/3/1 0:00,0,-1,-1
1808/4/1 0:00,20.5,-1,-1
1808/5/1 0:00,22.5,-1,-1
1808/6/1 0:00,22.5,-1,-1
1808/7/1 0:00,11.2,-1,-1
1808/8/1 0:00,13.3,-1,-1
1808/9/1 0:00,19.5,-1,-1
1808/10/1 0:00,7.8,-1,-1
1808/11/1 0:00,17.5,-1,-1
1808/12/1 0:00,20.5,-1,-1
1809/1/1 0:00,12,-1,-1
1809/2/1 0:00,15.3,-1,-1
1809/3/1 0:00,1.5,-1,-1
1809/4/1 0:00,4.2,-1,-1
1809/5/1 0:00,3.3,-1,-1
1809/6/1 0:00,12.8,-1,-1
1809/7/1 0:00,0.5,-1,-1
1809/8/1 0:00,0.3,-1,-1
1809/9/1 0:00,0.7,-1,-1
1809/10/1 0:00,0,-1,-1
1809/11/1 0:00,0,-1,-1
1809/12/1 0:00,0,-1,-1
1810/1/1 0:00,0,-1,-1
1810/2/1 0:00,0,-1,-1
1810/3/1 0:00,0,-1,-1
1810/4/1 0:00,0,-1,-1
1810/5/1 0:00,0,-1,-1
1810/6/1 0:00,0,-1,-1
1810/7/1 0:00,0,-1,-1
1810/8/1 0:00,0,-1,-1
1810/9/1 0:00,0,-1,-1
1810/10/1 0:00,0,-1,-1
1810/11/1 0:00,0,-1,-1
1810/12/1 0:00,0,-1,-1
1811/1/1 0:00,0,-1,-1
1811/2/1 0:00,0,-1,-1
1811/3/1 0:00,0,-1,-1
1811/4/1 0:00,0,-1,-1
1811/5/1 0:00,0,-1,-1
1811/6/1 0:00,0,-1,-1
1811/7/1 0:00,11,-1,-1
1811/8/1 0:00,0,-1,-1
1811/9/1 0:00,4,-1,-1
1811/10/1 0:00,10.2,-1,-1
1811/11/1 0:00,1.3,-1,-1
1811/12/1 0:00,1.8,-1,-1
1812/1/1 0:00,18.8,-1,-1
1812/2/1 0:00,3.2,-1,-1
1812/3/1 0:00,1.2,-1,-1
1812/4/1 0:00,0,-1,-1
1812/5/1 0:00,1.7,-1,-1
1812/6/1 0:00,2.2,-1,-1
1812/7/1 0:00,0.8,-1,-1
1812/8/1 0:00,26,-1,-1
1812/9/1 0:00,8.7,-1,-1
1812/10/1 0:00,6.5,-1,-1
1812/11/1 0:00,13.2,-1,-1
1812/12/1 0:00,16.8,-1,-1
1813/1/1 0:00,0,-1,-1
1813/2/1 0:00,17.2,-1,-1
1813/3/1 0:00,3.2,-1,-1
1813/4/1 0:00,27.7,-1,-1
1813/5/1 0:00,9.2,-1,-1
1813/6/1 0:00,18.7,-1,-1
1813/7/1 0:00,30.5,-1,-1
1813/8/1 0:00,14,-1,-1
1813/9/1 0:00,25.5,-1,-1
1813/10/1 0:00,46.3,-1,-1
1813/11/1 0:00,27.8,-1,-1
1813/12/1 0:00,23.8,-1,-1
1814/1/1 0:00,37,-1,-1
1814/2/1 0:00,20,-1,-1
1814/3/1 0:00,9.5,-1,-1
1814/4/1 0:00,39.7,-1,-1
1814/5/1 0:00,9.7,-1,-1
1814/6/1 0:00,24.8,-1,-1
1814/7/1 0:00,30.8,-1,-1
1814/8/1 0:00,3.8,-1,-1
1814/9/1 0:00,13.5,-1,-1
1814/10/1 0:00,32.2,-1,-1
1814/11/1 0:00,24.2,-1,-1
1814/12/1 0:00,33.5,-1,-1
1815/1/1 0:00,32,-1,-1
1815/2/1 0:00,53.7,-1,-1
1815/3/1 0:00,43.7,-1,-1
1815/4/1 0:00,52.7,-1,-1
1815/5/1 0:00,16.3,-1,-1
1815/6/1 0:00,93.2,-1,-1
1815/7/1 0:00,59.2,-1,-1
1815/8/1 0:00,78.7,-1,-1
1815/9/1 0:00,52.5,-1,-1
1815/10/1 0:00,55.8,-1,-1
1815/11/1 0:00,62,-1,-1
1815/12/1 0:00,108.3,-1,-1
1816/1/1 0:00,43.8,-1,-1
1816/2/1 0:00,114.7,-1,-1
1816/3/1 0:00,122.8,-1,-1
1816/4/1 0:00,98,-1,-1
1816/5/1 0:00,73.8,-1,-1
1816/6/1 0:00,72.7,-1,-1
1816/7/1 0:00,64.7,-1,-1
1816/8/1 0:00,38.7,-1,-1
1816/9/1 0:00,79.7,-1,-1
1816/10/1 0:00,94,-1,-1
1816/11/1 0:00,63.5,-1,-1
1816/12/1 0:00,49.8,-1,-1
1817/1/1 0:00,60.7,-1,-1
1817/2/1 0:00,96.5,-1,-1
1817/3/1 0:00,160.3,-1,-1
1817/4/1 0:00,44,-1,-1
1817/5/1 0:00,35.3,-1,-1
1817/6/1 0:00,66.7,-1,-1
1817/7/1 0:00,83.3,-1,-1
1817/8/1 0:00,75,-1,-1
1817/9/1 0:00,61.2,-1,-1
1817/10/1 0:00,42.7,-1,-1
1817/11/1 0:00,48.2,-1,-1
1817/12/1 0:00,47.3,-1,-1
1818/1/1 0:00,58.1,9.7,8
1818/2/1 0:00,37.4,7.8,14
1818/3/1 0:00,42.4,8.3,14
1818/4/1 0:00,57.5,9.6,21
1818/5/1 0:00,88.5,11.9,25
1818/6/1 0:00,60.8,9.9,25
1818/7/1 0:00,46.8,8.7,21
1818/8/1 0:00,52.6,9.2,20
1818/9/1 0:00,43.4,8.3,18
1818/10/1 0:00,52.8,9.2,22
1818/11/1 0:00,18.3,5.5,12
1818/12/1 0:00,43,8.4,13
1819/1/1 0:00,54.7,9.4,12
1819/2/1 0:00,34.6,7.5,10
1819/3/1 0:00,6.3,3.6,23
1819/4/1 0:00,33.7,7.4,23
1819/5/1 0:00,32.6,7.3,31
1819/6/1 0:00,58.3,9.7,23
1819/7/1 0:00,52.5,9.2,15
1819/8/1 0:00,43.5,8.4,24
1819/9/1 0:00,24.8,6.4,27
1819/10/1 0:00,45.9,8.6,22
1819/11/1 0:00,41.8,8.3,19
1819/12/1 0:00,50.9,9.1,20
1820/1/1 0:00,32,7.3,19
1820/2/1 0:00,44.4,8.4,14
1820/3/1 0:00,7.5,3.9,23
1820/4/1 0:00,32.3,7.3,19
1820/5/1 0:00,48.9,8.8,20
1820/6/1 0:00,17.9,5.6,25
1820/7/1 0:00,34.1,7.4,7
1820/8/1 0:00,43.1,8.3,17
1820/9/1 0:00,8.6,4,25
1820/10/1 0:00,14.9,5.2,26
1820/11/1 0:00,13.2,4.8,13
1820/12/1 0:00,15.1,5.2,16
1821/1/1 0:00,36,7.6,8
1821/2/1 0:00,7,3.8,24
1821/3/1 0:00,9.5,4.2,29
1821/4/1 0:00,15.2,5.2,18
1821/5/1 0:00,2.8,2.8,31
1821/6/1 0:00,3,2.9,29
1821/7/1 0:00,4.3,3.2,24
1821/8/1 0:00,8,3.9,26
1821/9/1 0:00,7.3,3.9,29
1821/10/1 0:00,31.4,7.2,28
1821/11/1 0:00,7.3,3.9,27
1821/12/1 0:00,0.4,2.1,31
1822/1/1 0:00,0,2,31
1822/2/1 0:00,1.5,2.5,28
1822/3/1 0:00,26.9,6.6,28
1822/4/1 0:00,21.7,6,26
1822/5/1 0:00,2.4,2.8,30
1822/6/1 0:00,9.3,4.2,29
1822/7/1 0:00,13.2,4.9,29
1822/8/1 0:00,3.4,3,31
1822/9/1 0:00,0,2,30
1822/10/1 0:00,0.6,2.2,31
1822/11/1 0:00,0,2,30
1822/12/1 0:00,0,2,30
1823/1/1 0:00,0,2,31
1823/2/1 0:00,0,2,28
1823/3/1 0:00,1,2.3,29
1823/4/1 0:00,0,2,30
1823/5/1 0:00,0,2,25
1823/6/1 0:00,0,2,23
1823/7/1 0:00,0.8,2.2,24
1823/8/1 0:00,0,2,27
1823/9/1 0:00,0,2,27
1823/10/1 0:00,0,2,20
1823/11/1 0:00,0,2,20
1823/12/1 0:00,34,7.4,18
1824/1/1 0:00,36,7.6,3
1824/2/1 0:00,18,4.8,0
1824/3/1 0:00,0,2,21
1824/4/1 0:00,32.3,7.2,8
1824/5/1 0:00,4.6,3.3,19
1824/6/1 0:00,0,2,25
1824/7/1 0:00,0,2,21
1824/8/1 0:00,2.3,2.7,15
1824/9/1 0:00,34.3,7.5,19
1824/10/1 0:00,42,8.2,25
1824/11/1 0:00,0,2,18
1824/12/1 0:00,1.4,2.4,20
1825/1/1 0:00,8.4,4.1,29
1825/2/1 0:00,25.9,6.6,24
1825/3/1 0:00,37.4,7.8,27
1825/4/1 0:00,6.2,3.6,25
1825/5/1 0:00,25.8,6.4,25
1825/6/1 0:00,25.6,6.5,28
1825/7/1 0:00,51.5,9.1,30
1825/8/1 0:00,42.8,8.3,30
1825/9/1 0:00,26.2,6.6,26
1825/10/1 0:00,26,6.6,25
1825/11/1 0:00,19.6,5.7,18
1825/12/1 0:00,36.7,7.7,23
1826/1/1 0:00,29.4,6.9,21
1826/2/1 0:00,30.2,7,25
1826/3/1 0:00,61.3,9.9,28
1826/4/1 0:00,40,8.1,27
1826/5/1 0:00,53.9,9.3,30
1826/6/1 0:00,61.7,10,29
1826/7/1 0:00,87.5,11.9,30
1826/8/1 0:00,66,10.4,31
1826/9/1 0:00,31.6,7.2,30
1826/10/1 0:00,84.4,11.6,28
1826/11/1 0:00,65.8,10.3,22
1826/12/1 0:00,113.6,13.5,19
1827/1/1 0:00,57.7,9.7,23
1827/2/1 0:00,79,11.3,25
1827/3/1 0:00,96.3,12.4,28
1827/4/1 0:00,76.7,11.1,27
1827/5/1 0:00,93.8,12.3,30
1827/6/1 0:00,94.4,12.3,26
1827/7/1 0:00,70.4,10.6,31
1827/8/1 0:00,89.4,12,29
1827/9/1 0:00,82.6,11.5,30
1827/10/1 0:00,93.5,12.2,27
1827/11/1 0:00,80.4,11.4,20
1827/12/1 0:00,76.8,11.1,25
1828/1/1 0:00,88,11.9,18
1828/2/1 0:00,107.3,13.1,22
1828/3/1 0:00,108.5,13.2,24
1828/4/1 0:00,101.9,12.8,29
1828/5/1 0:00,148.6,15.5,27
1828/6/1 0:00,163.4,16.2,26
1828/7/1 0:00,90.4,12,31
1828/8/1 0:00,127.3,14.3,31
1828/9/1 0:00,83.9,11.6,30
1828/10/1 0:00,91.1,12.1,26
1828/11/1 0:00,95,12.3,22
1828/12/1 0:00,78.1,11.2,15
1829/1/1 0:00,71.6,10.7,14
1829/2/1 0:00,82.3,11.5,20
1829/3/1 0:00,120.6,13.9,26
1829/4/1 0:00,158.4,15.9,29
1829/5/1 0:00,112.3,13.4,29
1829/6/1 0:00,123.2,14.1,28
1829/7/1 0:00,151.5,15.6,28
1829/8/1 0:00,129.3,14.4,27
1829/9/1 0:00,88,11.9,26
1829/10/1 0:00,95.3,12.4,23
1829/11/1 0:00,112.7,13.4,19
1829/12/1 0:00,94.1,12.3,22
1830/1/1 0:00,87,11.8,17
1830/2/1 0:00,120.1,13.9,18
1830/3/1 0:00,141,15.1,20
1830/4/1 0:00,177.3,16.9,26
1830/5/1 0:00,110.5,13.3,28
1830/6/1 0:00,108.4,13.2,27
1830/7/1 0:00,73.2,10.8,26
1830/8/1 0:00,84.6,11.7,25
1830/9/1 0:00,103.4,12.9,24
1830/10/1 0:00,140.6,15,25
1830/11/1 0:00,135.4,14.7,19
1830/12/1 0:00,136.8,14.8,13
1831/1/1 0:00,79,11.3,22
1831/2/1 0:00,83.6,11.6,21
1831/3/1 0:00,155.8,15.8,25
1831/4/1 0:00,90.9,12.1,27
1831/5/1 0:00,63.4,10.1,31
1831/6/1 0:00,55.6,9.4,27
1831/7/1 0:00,75.4,11,29
1831/8/1 0:00,91.6,12.1,28
1831/9/1 0:00,63.2,10.1,22
1831/10/1 0:00,77.1,11.1,23
1831/11/1 0:00,72.5,10.8,15
1831/12/1 0:00,48.3,8.8,15
1832/1/1 0:00,51.5,9.1,11
1832/2/1 0:00,92.6,12.2,23
1832/3/1 0:00,91.9,12.1,21
1832/4/1 0:00,44.8,8.5,27
1832/5/1 0:00,68.9,10.5,28
1832/6/1 0:00,44.5,8.4,22
1832/7/1 0:00,23.3,6.2,25
1832/8/1 0:00,14.8,5.1,31
1832/9/1 0:00,13.7,4.9,29
1832/10/1 0:00,35.2,7.5,25
1832/11/1 0:00,23.8,6.2,18
1832/12/1 0:00,45.8,8.6,17
1833/1/1 0:00,18.7,5.7,22
1833/2/1 0:00,24.9,6.5,21
1833/3/1 0:00,19.6,5.8,19
1833/4/1 0:00,4.6,3.3,27
1833/5/1 0:00,21.5,6,28
1833/6/1 0:00,1.7,2.5,30
1833/7/1 0:00,11.6,4.6,27
1833/8/1 0:00,9.5,4.2,30
1833/9/1 0:00,19.3,5.8,16
1833/10/1 0:00,12.5,4.7,29
1833/11/1 0:00,9.8,4.2,24
1833/12/1 0:00,16.6,5.3,19
1834/1/1 0:00,8.2,4,11
1834/2/1 0:00,30.1,7,20
1834/3/1 0:00,6.5,3.7,24
1834/4/1 0:00,2.4,2.7,25
1834/5/1 0:00,14.8,5,30
1834/6/1 0:00,13.1,4.8,28
1834/7/1 0:00,14.4,5,22
1834/8/1 0:00,6.6,3.7,29
1834/9/1 0:00,19.2,5.6,21
1834/10/1 0:00,41.3,8.2,20
1834/11/1 0:00,50.9,9.1,15
1834/12/1 0:00,57.5,9.6,15
1835/1/1 0:00,12.4,4.7,22
1835/2/1 0:00,40.7,8.1,15
1835/3/1 0:00,32.7,7.3,18
1835/4/1 0:00,102.4,12.8,14
1835/5/1 0:00,72.6,10.8,22
1835/6/1 0:00,55.2,9.4,17
1835/7/1 0:00,99.6,12.7,13
1835/8/1 0:00,98.5,12.6,2
1835/9/1 0:00,168,16.4,11
1835/10/1 0:00,158.6,16,16
1835/11/1 0:00,166.7,16.4,15
1835/12/1 0:00,129.3,14.4,8
1836/1/1 0:00,147.6,15.4,17
1836/2/1 0:00,179.4,17,14
1836/3/1 0:00,163.7,16.2,12
1836/4/1 0:00,238,19.6,16
1836/5/1 0:00,185.7,17.3,23
1836/6/1 0:00,207.9,18.3,15
1836/7/1 0:00,194.6,17.7,15
1836/8/1 0:00,179.6,17,16
1836/9/1 0:00,158.5,16,12
1836/10/1 0:00,228.9,19.2,11
1836/11/1 0:00,201.5,18,11
1836/12/1 0:00,343.8,23.5,4
1837/1/1 0:00,313.4,22.4,10
1837/2/1 0:00,292.6,21.7,13
1837/3/1 0:00,224.3,19,12
1837/4/1 0:00,230.3,19.2,10
1837/5/1 0:00,186.1,17.3,15
1837/6/1 0:00,263.4,20.6,18
1837/7/1 0:00,271.2,20.9,9
1837/8/1 0:00,223.5,18.9,11
1837/9/1 0:00,160.4,16.1,19
1837/10/1 0:00,206.2,18.2,18
1837/11/1 0:00,178.4,16.9,7
1837/12/1 0:00,216.1,18.6,8
1838/1/1 0:00,241.5,19.7,11
1838/2/1 0:00,141.3,15.1,18
1838/3/1 0:00,234.5,19.4,12
1838/4/1 0:00,211.1,18.4,16
1838/5/1 0:00,229.4,19.2,20
1838/6/1 0:00,157.6,15.9,19
1838/7/1 0:00,180.4,17,21
1838/8/1 0:00,131.3,14.5,15
1838/9/1 0:00,122.7,14,23
1838/10/1 0:00,151.5,15.6,16
1838/11/1 0:00,129.2,14.4,16
1838/12/1 0:00,132.9,14.6,14
1839/1/1 0:00,175.9,16.8,15
1839/2/1 0:00,170.8,16.6,12
1839/3/1 0:00,129.5,14.4,15
1839/4/1 0:00,102.9,12.9,14
1839/5/1 0:00,89.6,12,22
1839/6/1 0:00,91.2,12.1,20
1839/7/1 0:00,141.3,15.1,25
1839/8/1 0:00,218.8,18.7,17
1839/9/1 0:00,221.1,18.8,18
1839/10/1 0:00,151.5,15.6,16
1839/11/1 0:00,114.7,13.6,11
1839/12/1 0:00,106.2,13.1,9
1840/1/1 0:00,135.4,14.7,18
1840/2/1 0:00,146.1,15.3,14
1840/3/1 0:00,112.9,13.5,18
1840/4/1 0:00,109.8,13.3,21
1840/5/1 0:00,115.4,13.6,22
1840/6/1 0:00,80.9,11.4,27
1840/7/1 0:00,101,12.7,23
1840/8/1 0:00,96.4,12.4,24
1840/9/1 0:00,123.3,14.1,20
1840/10/1 0:00,91.7,12.1,19
1840/11/1 0:00,90.4,12,20
1840/12/1 0:00,89.5,12,22
1841/1/1 0:00,40.1,8.1,15
1841/2/1 0:00,49.9,8.9,20
1841/3/1 0:00,49.6,8.9,22
1841/4/1 0:00,66.9,10.4,28
1841/5/1 0:00,112.4,13.5,27
1841/6/1 0:00,92.8,12.2,24
1841/7/1 0:00,51.4,9.1,27
1841/8/1 0:00,65.4,10.3,28
1841/9/1 0:00,60.9,9.9,28
1841/10/1 0:00,47.4,8.7,19
1841/11/1 0:00,32.9,7.3,20
1841/12/1 0:00,64.8,10.2,19
1842/1/1 0:00,34,7.5,20
1842/2/1 0:00,36.8,7.8,22
1842/3/1 0:00,36.2,7.7,25
1842/4/1 0:00,44.9,8.5,30
1842/5/1 0:00,41.4,8.2,31
